WTEID,MonthID,WhitePlayer,BlackPlayer,WhiteScore,Leaderboard
11022,201412,43,57,1.0,E2
11023,201412,25,103,1.0,E2
11024,201412,50,75,0.0,E2
11025,201412,73,127,1.0,E2
11026,201412,1,89,0.0,E2
11027,201412,58,39,1.0,E2
11028,201412,55,131,0.0,E2
11029,201412,41,0,0.0,E2
11030,201412,129,96,1.0,E2
11031,201412,102,27,1.0,E2
11032,201412,111,6,1.0,E2
11033,201412,101,10,0.0,E2
11034,201412,89,55,1.0,E2
11035,201412,127,25,0.5,E2
11036,201412,39,50,0.5,E2
11037,201412,0,102,0.5,E2
11038,201412,75,43,0.0,E2
11039,201412,131,101,0.0,E2
11040,201412,103,73,0.5,E2
11041,201412,6,1,0.0,E2
11042,201412,10,129,1.0,E2
11043,201412,57,58,0.0,E2
11610,201407,130,58,0.0,E2
11611,201411,89,43,0.5,E2
11612,201411,92,129,1.0,E2
11613,201411,50,75,1.0,E2
11614,201411,58,74,1.0,E2
11615,201411,131,130,1.0,E2
11616,201411,55,96,1.0,E2
11617,201411,41,139,1.0,E2
11618,201411,51,0,1.0,E2
11619,201411,10,103,1.0,E2
11620,201411,14,101,0.5,E2
11621,201411,128,102,1.0,E2
11622,201412,127,39,0.5,E2
11663,201408,89,0,0.5,E2
11664,201408,74,75,0.0,E2
11665,201408,58,103,0.0,E2
11666,201408,55,127,1.0,E2
11667,201408,41,43,0.5,E2
11668,201408,129,10,0.0,E2
11669,201408,96,130,1.0,E2
11670,201408,14,102,0.0,E2
11671,201408,101,131,0.0,E2
11672,201411,74,89,1.0,E2
11673,201411,58,43,0.0,E2
11674,201411,129,50,1.0,E2
11722,201408,92,89,1.0,E2
11723,201408,50,127,1.0,E2
11724,201408,75,39,1.0,E2
11725,201408,55,58,0.5,E2
11726,201408,41,102,0.0,E2
11727,201408,103,0,1.0,E2
11728,201408,129,74,1.0,E2
11729,201408,130,43,0.0,E2
11730,201408,139,14,1.0,E2
11731,201408,10,131,0.0,E2
11732,201408,101,128,0.0,E2
11733,201411,92,14,1.0,E2
11734,201411,50,89,0.0,E2
11735,201411,75,127,1.0,E2
11736,201411,55,131,0.0,E2
11737,201411,41,51,0.0,E2
11738,201411,103,43,0.0,E2
11739,201411,129,58,0.0,E2
11740,201411,130,39,0.5,E2
11741,201411,139,102,0.5,E2
11742,201411,10,128,0.0,E2
11743,201411,101,0,0.5,E2
11744,201412,96,74,1.0,E2
11811,201408,92,39,1.0,E2
11812,201408,103,75,1.0,E2
11813,201408,96,51,1.0,E2
11814,201411,51,89,0.5,E2
11815,201412,0,128,0.0,E2
11816,201412,58,75,1.0,E2
11817,201412,131,39,0.0,E2
11818,201412,55,129,1.0,E2
11819,201412,103,127,1.0,E2
11820,201412,102,74,1.0,E2
11821,201412,139,50,0.0,E2
11822,201412,10,92,1.0,E2
11823,201412,14,130,1.0,E2
11824,201412,101,43,0.0,E2
16530,201409,76,99,0.0,E3
16531,201409,18,130,0.5,E3
16532,201409,15,100,0.0,E3
16533,201409,95,132,1.0,E3
16534,201409,74,17,0.0,E3
16535,201409,121,40,0.0,E3
16536,201409,26,62,0.5,E3
16537,201409,125,34,0.0,E3
16538,201409,66,85,1.0,E3
16539,201409,122,107,0.0,E3
16540,201409,139,30,1.0,E3
16541,201409,14,11,0.5,E3
16542,201408,107,121,1.0,E3
16543,201408,100,76,1.0,E3
16544,201408,30,15,0.0,E3
16545,201408,17,18,0.0,E3
16546,201408,85,122,1.0,E3
16547,201408,40,125,1.0,E3
16548,201408,132,26,1.0,E3
16549,201408,62,95,1.0,E3
16550,201408,130,14,1.0,E3
16551,201408,99,139,1.0,E3
16552,201408,34,74,1.0,E3
16553,201408,11,66,0.5,E3
16554,201408,107,26,1.0,E3
16555,201408,100,74,0.5,E3
16556,201408,30,121,0.0,E3
16557,201408,17,15,0.5,E3
16558,201408,85,125,1.0,E3
16559,201408,40,122,1.0,E3
16560,201408,132,139,0.5,E3
16561,201408,62,66,1.0,E3
16562,201408,130,76,1.0,E3
16563,201408,99,18,0.0,E3
16564,201408,34,14,0.0,E3
16565,201408,11,95,0.5,E3
16566,201408,76,17,0.5,E3
16567,201408,18,30,0.0,E3
16568,201408,15,132,1.0,E3
16569,201408,95,40,0.0,E3
16570,201408,74,99,0.5,E3
16571,201408,121,85,1.0,E3
16572,201408,26,11,0.5,E3
16573,201408,125,107,0.5,E3
16574,201408,66,130,0.5,E3
16575,201408,122,62,0.0,E3
16576,201408,139,34,0.0,E3
16577,201408,14,100,0.0,E3
16578,201408,18,139,0.0,E3
16579,201408,15,76,1.0,E3
16580,201408,95,74,1.0,E3
16581,201408,100,30,1.0,E3
16582,201408,85,107,0.0,E3
16583,201408,66,26,1.0,E3
16584,201408,122,121,0.5,E3
16585,201408,132,99,1.0,E3
16586,201408,62,125,0.0,E3
16587,201408,130,17,1.0,E3
16588,201408,14,40,1.0,E3
16589,201408,11,34,0.5,E3
16600,201407,107,62,1.0,E3
16601,201408,125,95,0.5,E3
16602,201409,76,18,1.0,E3
16603,201409,107,11,1.0,E3
16604,201409,74,15,0.0,E3
16605,201409,121,95,0.0,E3
16606,201409,26,122,0.5,E3
16607,201409,30,14,0.5,E3
16608,201409,17,100,1.0,E3
16609,201409,40,132,1.0,E3
16610,201409,125,66,1.0,E3
16611,201409,99,62,1.0,E3
16612,201409,139,130,1.0,E3
16613,201409,34,85,1.0,E3
16614,201409,18,107,1.0,E3
16615,201409,15,139,1.0,E3
16616,201409,95,26,0.0,E3
16617,201409,100,99,0.0,E3
16618,201409,85,40,1.0,E3
16619,201409,66,30,1.0,E3
16620,201409,122,76,1.0,E3
16621,201409,132,34,0.0,E3
16622,201409,62,121,1.0,E3
16623,201409,130,74,1.0,E3
16624,201409,14,125,0.5,E3
16625,201409,11,17,0.5,E3
16626,201409,18,40,1.0,E3
16627,201409,15,107,1.0,E3
16628,201409,95,17,0.0,E3
16629,201409,100,121,0.5,E3
16630,201409,85,74,1.0,E3
16631,201409,66,76,0.0,E3
16632,201409,122,139,0.5,E3
16633,201409,132,30,1.0,E3
16634,201409,62,34,0.5,E3
16635,201409,130,125,0.5,E3
16636,201409,14,26,0.0,E3
16637,201409,11,99,0.0,E3
16638,201409,76,132,1.0,E3
16639,201409,107,100,1.0,E3
16640,201409,74,14,1.0,E3
16641,201409,121,11,1.0,E3
16642,201409,26,15,1.0,E3
16643,201409,30,62,0.5,E3
16644,201409,17,122,1.0,E3
16645,201409,40,66,0.0,E3
16646,201409,125,18,1.0,E3
16647,201409,99,130,1.0,E3
16648,201409,139,85,1.0,E3
16649,201409,34,95,1.0,E3
16662,201411,76,121,0.0,E3
16663,201411,18,15,1.0,E3
16664,201411,95,122,1.0,E3
16665,201411,74,139,1.0,E3
16666,201411,26,30,0.0,E3
16667,201411,17,99,1.0,E3
16668,201411,40,34,0.0,E3
16669,201411,125,11,1.0,E3
16670,201411,66,107,0.0,E3
16671,201411,62,85,0.5,E3
16672,201411,130,100,1.0,E3
16673,201411,14,132,0.0,E3
16674,201410,107,40,0.0,E3
16675,201410,15,62,1.0,E3
16676,201410,100,66,1.0,E3
16677,201410,121,125,0.0,E3
16678,201410,30,17,0.0,E3
16679,201410,85,95,0.5,E3
16680,201410,122,14,1.0,E3
16681,201410,132,74,1.0,E3
16682,201410,99,26,0.5,E3
16683,201410,139,76,1.0,E3
16684,201410,34,18,1.0,E3
16685,201410,11,130,0.0,E3
16686,201410,76,30,1.0,E3
16687,201410,18,132,0.5,E3
16688,201410,95,100,0.0,E3
16689,201410,74,107,0.0,E3
16690,201410,26,34,1.0,E3
16691,201410,17,121,1.0,E3
16692,201410,40,11,0.5,E3
16693,201410,125,99,1.0,E3
16694,201410,66,122,0.0,E3
16695,201410,62,139,1.0,E3
16696,201410,130,15,1.0,E3
16697,201410,14,85,0.5,E3
16698,201410,18,14,0.5,E3
16699,201410,95,30,1.0,E3
16700,201410,74,122,1.0,E3
16701,201410,17,66,1.0,E3
16702,201410,125,76,0.5,E3
16703,201410,132,100,1.0,E3
16704,201410,130,62,1.0,E3
16705,201410,99,15,0.5,E3
16706,201410,139,107,1.0,E3
16707,201410,34,121,0.5,E3
16708,201410,11,85,0.5,E3
16709,201410,40,26,0.0,E3
16710,201410,76,40,1.0,E3
16722,201411,95,66,1.0,E3
16723,201411,18,121,1.0,E3
16724,201411,74,76,1.0,E3
16725,201411,17,14,1.0,E3
16726,201411,40,15,1.0,E3
16727,201411,132,62,1.0,E3
16728,201411,130,85,1.0,E3
16729,201411,99,30,1.0,E3
16730,201411,139,100,1.0,E3
16731,201411,11,122,0.0,E3
16732,201411,125,26,0.5,E3
16733,201411,34,107,0.0,E3
16734,201411,76,95,1.0,E3
16735,201411,107,17,1.0,E3
16736,201411,15,125,0.0,E3
16737,201411,100,34,0.0,E3
16738,201411,121,74,1.0,E3
16739,201411,26,130,1.0,E3
16740,201411,30,11,0.0,E3
16741,201411,85,132,1.0,E3
16742,201411,66,139,1.0,E3
16743,201411,122,18,0.5,E3
16744,201411,62,40,1.0,E3
16745,201411,14,99,0.0,E3
16746,201411,76,26,0.0,E3
16747,201411,18,95,0.0,E3
16748,201411,15,121,0.0,E3
16749,201411,74,125,0.0,E3
16750,201411,100,122,0.5,E3
16751,201411,30,34,0.0,E3
16752,201411,17,85,1.0,E3
16753,201411,132,11,0.5,E3
16754,201411,130,107,1.0,E3
16755,201411,99,66,1.0,E3
16756,201411,139,40,0.5,E3
16757,201411,14,62,1.0,E3
16759,201412,107,30,1.0,E3
16760,201412,95,130,0.5,E3
16761,201412,121,14,0.0,E3
16762,201412,26,74,1.0,E3
16763,201412,85,100,0.5,E3
16764,201412,40,17,1.0,E3
16765,201412,125,139,1.0,E3
16766,201412,66,132,0.0,E3
16767,201412,122,15,1.0,E3
16768,201412,62,76,0.0,E3
16769,201412,34,99,1.0,E3
16770,201412,11,18,0.0,E3
16771,201412,99,107,0.5,E3
16772,201412,14,95,0.5,E3
16773,201412,76,34,0.5,E3
16774,201412,18,85,0.0,E3
16775,201412,15,11,0.5,E3
16776,201412,74,66,1.0,E3
16777,201412,100,62,0.5,E3
16778,201412,30,122,0.5,E3
16779,201412,17,125,1.0,E3
16780,201412,132,121,1.0,E3
16781,201412,130,40,1.0,E3
16782,201412,139,26,1.0,E3
16783,201412,107,14,1.0,E3
16784,201412,95,99,0.0,E3
16785,201412,121,139,0.0,E3
16786,201412,26,100,1.0,E3
16787,201412,85,30,0.5,E3
16788,201412,40,74,0.0,E3
16789,201412,125,132,1.0,E3
16790,201412,66,15,0.0,E3
16791,201412,122,130,0.0,E3
16792,201412,62,18,0.0,E3
16793,201412,34,17,0.5,E3
16794,201412,11,76,1.0,E3
16795,201412,18,26,1.0,E3
16796,201412,15,85,1.0,E3
16797,201412,74,11,0.0,E3
16798,201412,100,125,0.0,E3
16799,201412,30,40,0.0,E3
16800,201412,17,62,0.5,E3
16801,201412,132,122,0.0,E3
16802,201412,130,34,0.5,E3
16803,201412,99,121,0.5,E3
16804,201412,139,95,1.0,E3
16805,201412,14,66,1.0,E3
17370,201411,76,125,0.5,E3
17371,201411,18,87,0.0,E3
17372,201411,7,26,1.0,E3
17373,201411,107,100,1.0,E3
17374,201411,25,15,1.0,E3
17375,201411,121,1,0.0,E3
17376,201411,30,6,0.0,E3
17377,201411,85,111,0.0,E3
17378,201411,40,34,0.5,E3
17379,201411,66,11,0.0,E3
17380,201411,122,62,0.5,E3
17381,201411,132,99,0.5,E3
17421,201408,18,6,0.0,E3
17422,201408,7,122,0.5,E3
17423,201408,121,30,0.0,E3
17424,201408,26,62,0.5,E3
17425,201408,85,99,1.0,E3
17426,201408,40,107,0.0,E3
17427,201408,66,132,0.0,E3
17428,201408,111,25,0.5,E3
17429,201408,34,76,0.5,E3
17430,201408,11,100,0.5,E3
17431,201411,7,100,1.0,E3
17432,201411,87,66,0.0,E3
17433,201411,34,1,0.5,E3
17483,201407,15,6,0.5,E3
17484,201408,76,25,1.0,E3
17485,201408,18,11,0.0,E3
17486,201408,7,132,1.0,E3
17487,201408,26,121,0.5,E3
17488,201408,85,125,1.0,E3
17489,201408,40,99,1.0,E3
17490,201408,122,107,0.0,E3
17491,201408,62,100,0.5,E3
17492,201408,111,66,0.5,E3
17493,201408,87,1,0.0,E3
17494,201408,34,30,1.0,E3
17495,201411,76,30,0.5,E3
17496,201411,18,25,0.5,E3
17497,201411,7,121,0.0,E3
17498,201411,15,1,0.5,E3
17499,201411,26,66,0.0,E3
17500,201411,85,11,0.0,E3
17501,201411,40,125,1.0,E3
17502,201411,122,100,0.5,E3
17503,201411,62,107,0.5,E3
17504,201411,111,99,0.5,E3
17505,201411,87,6,1.0,E3
17506,201411,34,132,0.0,E3
17573,201408,125,132,0.0,E3
17574,201412,7,87,0.0,E3
17575,201412,121,62,0.0,E3
17576,201412,26,100,0.5,E3
17577,201412,1,40,0.5,E3
17578,201412,30,25,0.0,E3
17579,201412,85,6,1.0,E3
17580,201412,125,34,1.0,E3
17581,201412,66,107,1.0,E3
17582,201412,132,122,0.0,E3
17583,201412,111,15,0.5,E3
17584,201412,99,18,0.0,E3
17585,201412,11,76,0.5,E3
22275,201409,28,80,1.0,EC
22276,201409,84,63,0.0,EC
22277,201409,7,38,0.5,EC
22278,201409,60,4,0.0,EC
22279,201409,79,2,0.0,EC
22280,201409,54,108,0.0,EC
22281,201409,29,87,1.0,EC
22282,201409,91,112,0.5,EC
22283,201409,77,20,1.0,EC
22284,201409,46,142,0.0,EC
22285,201409,37,59,0.0,EC
22286,201409,135,78,0.5,EC
22287,201412,80,91,0.0,EC
22288,201412,4,7,1.0,EC
22289,201412,20,54,1.0,EC
22290,201412,59,60,1.0,EC
22291,201412,38,46,0.5,EC
22292,201412,108,37,1.0,EC
22293,201412,112,84,1.0,EC
22294,201412,78,77,0.0,EC
22295,201412,87,135,1.0,EC
22296,201412,63,79,0.5,EC
22297,201412,2,29,0.0,EC
22298,201408,142,28,1.0,EC
22299,201408,80,7,1.0,EC
22300,201408,4,91,0.0,EC
22301,201408,20,60,0.0,EC
22302,201408,142,29,0.5,EC
22303,201408,59,84,1.0,EC
22304,201408,38,54,0.5,EC
22305,201408,108,135,1.0,EC
22306,201408,112,79,1.0,EC
22307,201408,87,37,0.5,EC
22308,201408,63,77,0.5,EC
22309,201408,2,46,1.0,EC
22310,201408,78,28,0.0,EC
22311,201408,28,59,0.5,EC
22312,201408,84,2,0.0,EC
22313,201408,7,78,1.0,EC
22314,201408,60,108,0.0,EC
22315,201408,79,87,0.5,EC
22316,201408,54,142,1.0,EC
22317,201408,29,38,0.0,EC
22318,201408,91,20,1.0,EC
22319,201408,77,112,0.5,EC
22320,201408,46,4,0.0,EC
22321,201408,37,80,1.0,EC
22322,201408,135,63,0.5,EC
22323,201408,80,29,0.0,EC
22324,201408,4,79,1.0,EC
22325,201408,20,46,1.0,EC
22326,201408,142,135,1.0,EC
22327,201408,59,7,0.5,EC
22328,201408,38,84,1.0,EC
22329,201408,108,91,1.0,EC
22330,201408,112,60,0.5,EC
22331,201408,78,37,0.5,EC
22332,201408,87,28,0.5,EC
22333,201408,63,54,1.0,EC
22334,201408,2,77,0.5,EC
22335,201408,28,38,1.0,EC
22336,201408,84,20,0.0,EC
22337,201408,7,108,1.0,EC
22338,201408,79,78,1.0,EC
22339,201408,54,112,0.0,EC
22340,201408,29,60,1.0,EC
22341,201408,91,87,0.0,EC
22342,201408,77,142,1.0,EC
22343,201408,46,80,1.0,EC
22344,201408,37,4,0.0,EC
22345,201408,135,59,0.5,EC
22346,201408,2,63,0.0,EC
22359,201409,28,63,0.0,EC
22360,201409,84,80,0.5,EC
22361,201409,7,2,1.0,EC
22362,201409,60,87,0.0,EC
22363,201409,79,142,0.5,EC
22364,201409,29,78,1.0,EC
22365,201409,91,38,1.0,EC
22366,201409,77,108,0.5,EC
22367,201409,46,59,1.0,EC
22368,201409,37,112,1.0,EC
22369,201409,135,20,1.0,EC
22370,201410,54,4,0.0,EC
22371,201409,80,142,0.5,EC
22372,201409,20,112,1.0,EC
22373,201409,54,77,0.0,EC
22374,201409,59,108,1.0,EC
22375,201409,29,79,1.0,EC
22376,201409,38,87,0.0,EC
22377,201409,91,7,0.0,EC
22378,201409,46,28,0.5,EC
22379,201409,37,84,0.0,EC
22380,201409,78,4,0.5,EC
22381,201409,63,60,1.0,EC
22382,201409,2,135,1.0,EC
22383,201409,28,20,0.0,EC
22384,201409,84,78,1.0,EC
22385,201409,4,2,0.0,EC
22386,201409,7,46,1.0,EC
22387,201409,60,37,1.0,EC
22388,201409,79,54,1.0,EC
22389,201409,142,59,0.5,EC
22390,201409,108,38,0.5,EC
22391,201409,112,80,1.0,EC
22392,201409,77,29,0.5,EC
22393,201409,87,63,1.0,EC
22394,201409,135,91,1.0,EC
22395,201409,28,91,1.0,EC
22396,201409,84,46,1.0,EC
22397,201409,4,80,1.0,EC
22398,201409,7,63,1.0,EC
22399,201409,79,59,0.0,EC
22400,201409,142,20,1.0,EC
22401,201409,108,78,1.0,EC
22402,201409,112,38,0.0,EC
22403,201409,77,37,1.0,EC
22404,201409,87,54,1.0,EC
22405,201409,135,29,0.5,EC
22406,201409,60,2,1.0,EC
22407,201409,80,135,0.0,EC
22408,201409,20,108,0.5,EC
22409,201409,54,84,1.0,EC
22410,201409,59,4,0.0,EC
22411,201409,29,28,0.5,EC
22412,201409,38,60,1.0,EC
22413,201409,91,77,1.0,EC
22414,201409,46,79,0.0,EC
22415,201409,37,7,0.0,EC
22416,201409,78,87,1.0,EC
22417,201409,63,112,0.0,EC
22418,201409,2,142,1.0,EC
22419,201409,84,108,0.0,EC
22420,201409,80,77,1.0,EC
22421,201409,20,4,0.5,EC
22422,201409,54,28,1.0,EC
22423,201409,142,7,0.5,EC
22424,201409,59,87,1.0,EC
22425,201409,38,37,0.0,EC
22426,201409,91,29,0.5,EC
22427,201409,78,60,0.0,EC
22428,201409,135,79,0.5,EC
22429,201409,63,46,1.0,EC
22430,201409,2,112,1.0,EC
22443,201407,7,79,1.0,EC
22444,201407,60,28,1.0,EC
22445,201407,29,84,1.0,EC
22446,201407,38,80,0.5,EC
22447,201407,108,2,0.5,EC
22448,201407,77,4,1.0,EC
22449,201407,46,54,1.0,EC
22450,201407,37,91,0.5,EC
22451,201407,78,59,0.0,EC
22452,201408,112,135,1.0,EC
22453,201411,28,7,0.5,EC
22454,201411,84,87,1.0,EC
22455,201411,80,63,0.0,EC
22456,201411,4,112,0.5,EC
22457,201411,20,37,0.0,EC
22458,201411,79,77,0.5,EC
22459,201411,54,60,1.0,EC
22460,201411,142,108,1.0,EC
22461,201411,59,29,0.5,EC
22462,201411,91,78,1.0,EC
22463,201411,135,46,1.0,EC
22464,201411,2,38,0.0,EC
22465,201410,80,20,1.0,EC
22466,201410,7,59,0.0,EC
22467,201410,60,84,1.0,EC
22468,201410,79,28,0.5,EC
22469,201410,142,46,1.0,EC
22470,201410,29,4,0.0,EC
22471,201410,108,112,1.0,EC
22472,201410,91,2,0.5,EC
22473,201410,77,54,1.0,EC
22474,201410,37,135,1.0,EC
22475,201410,87,38,0.0,EC
22476,201410,63,78,0.0,EC
22477,201410,4,20,1.0,EC
22492,201411,84,7,0.5,EC
22493,201411,4,87,0.0,EC
22494,201411,79,135,1.0,EC
22495,201411,54,20,1.0,EC
22496,201411,59,142,0.5,EC
22497,201411,29,91,0.5,EC
22498,201411,38,108,1.0,EC
22499,201411,77,60,1.0,EC
22500,201412,112,28,0.0,EC
22501,201412,78,80,1.0,EC
22502,201412,63,2,0.5,EC
22503,201411,28,46,1.0,EC
22504,201411,84,54,0.0,EC
22505,201411,80,38,0.5,EC
22506,201411,4,78,1.0,EC
22507,201411,20,2,1.0,EC
22508,201411,7,112,0.5,EC
22509,201411,60,29,1.0,EC
22510,201411,79,37,0.5,EC
22511,201411,87,59,0.5,EC
22512,201411,135,77,0.5,EC
22513,201411,108,63,0.0,EC
22514,201411,28,142,0.0,EC
22515,201411,60,7,0.5,EC
22516,201411,54,59,0.5,EC
22517,201411,38,112,0.0,EC
22518,201411,91,79,1.0,EC
22519,201411,77,84,1.0,EC
22520,201411,46,37,0.0,EC
22521,201411,78,20,0.0,EC
22522,201411,87,29,0.5,EC
22523,201411,135,108,1.0,EC
22524,201411,63,4,0.5,EC
22525,201411,2,80,0.0,EC
22526,201411,20,135,0.0,EC
22527,201411,7,4,1.0,EC
22528,201411,79,60,0.0,EC
22529,201411,54,46,1.0,EC
22530,201411,38,63,1.0,EC
22531,201411,112,2,0.5,EC
22532,201411,77,87,1.0,EC
22533,201411,37,28,0.0,EC
22534,201411,80,112,1.0,EC
22535,201411,4,77,1.0,EC
22536,201411,7,135,1.0,EC
22537,201411,59,79,1.0,EC
22538,201411,29,54,0.0,EC
22539,201411,108,84,1.0,EC
22540,201411,91,37,1.0,EC
22541,201411,46,60,1.0,EC
22542,201411,78,38,0.5,EC
22543,201411,87,142,1.0,EC
22544,201411,63,20,1.0,EC
22545,201411,2,28,1.0,EC
22559,201409,59,63,1.0,EC
22560,201409,91,46,1.0,EC
22561,201409,78,135,0.0,EC
22562,201409,87,108,1.0,EC
22563,201410,28,77,0.0,EC
22564,201410,84,142,1.0,EC
22565,201410,29,37,0.5,EC
22566,201412,7,29,1.0,EC
22567,201412,38,59,1.0,EC
22568,201412,84,77,0.0,EC
22569,201412,80,54,0.5,EC
22570,201412,4,60,1.0,EC
22571,201412,20,87,1.0,EC
22572,201412,108,46,1.0,EC
22573,201412,112,91,1.0,EC
22574,201412,78,142,0.0,EC
22575,201412,135,28,1.0,EC
22576,201412,63,37,0.0,EC
22577,201412,2,79,0.0,EC
22578,201412,28,4,0.0,EC
22579,201412,60,80,0.0,EC
22580,201412,79,20,0.0,EC
22581,201412,54,135,1.0,EC
22582,201412,142,63,0.5,EC
22583,201412,59,112,0.0,EC
22584,201412,29,108,0.5,EC
22585,201412,91,84,1.0,EC
22586,201412,77,38,0.0,EC
22587,201412,46,78,0.5,EC
22588,201412,37,2,0.0,EC
22589,201412,87,7,0.0,EC
22590,201412,80,46,0.0,EC
22591,201412,4,54,0.5,EC
22592,201412,20,142,0.0,EC
22593,201412,7,77,1.0,EC
22594,201412,38,91,0.0,EC
22595,201412,108,60,0.0,EC
22596,201412,112,37,0.0,EC
22597,201412,135,87,0.5,EC
22598,201412,63,28,0.0,EC
23131,201407,91,84,1.0,EC
23132,201409,59,36,0.5,EC
23133,201410,135,79,0.5,EC
23134,201411,29,46,1.0,EC
23135,201411,112,143,1.0,EC
23136,201411,37,147,0.5,EC
23137,201411,63,20,1.0,EC
23138,201411,2,108,0.5,EC
23177,201408,38,37,0.5,EC
23178,201408,147,91,0.0,EC
23179,201408,143,84,0.5,EC
23180,201408,2,79,0.0,EC
23181,201411,95,84,0.0,EC
23182,201411,77,17,0.0,EC
23183,201411,143,63,1.0,EC
23184,201411,82,147,0.5,EC
23228,201407,79,60,0.0,EC
23229,201408,84,91,0.5,EC
23230,201408,4,29,0.0,EC
23231,201408,20,36,0.5,EC
23232,201408,59,95,1.0,EC
23233,201408,147,108,0.0,EC
23234,201408,77,38,0.5,EC
23235,201408,46,135,1.0,EC
23236,201408,143,17,0.5,EC
23237,201408,82,28,1.0,EC
23238,201408,63,37,1.0,EC
23239,201408,2,112,0.5,EC
23240,201411,28,60,1.0,EC
23241,201411,84,147,1.0,EC
23242,201411,20,2,1.0,EC
23243,201411,95,17,0.5,EC
23244,201411,59,143,1.0,EC
23245,201411,38,36,0.5,EC
23246,201411,112,77,1.0,EC
23247,201411,91,135,0.0,EC
23248,201411,46,82,1.0,EC
23317,201408,84,28,0.0,EC
23318,201408,20,77,0.0,EC
23319,201408,59,112,0.5,EC
23320,201408,38,63,0.5,EC
23321,201408,147,143,0.0,EC
23322,201408,17,82,1.0,EC
23323,201408,37,4,0.5,EC
23324,201408,135,36,0.0,EC
23325,201410,79,38,1.0,EC
23326,201410,63,95,0.0,EC
23327,201412,4,108,0.0,EC
23328,201412,95,147,1.0,EC
23329,201412,79,59,0.0,EC
23330,201412,38,60,1.0,EC
23331,201412,36,29,0.0,EC
23332,201412,112,135,1.0,EC
23333,201412,17,20,0.0,EC
23334,201412,77,28,0.5,EC
23335,201412,143,91,0.0,EC
23336,201412,37,82,1.0,EC
23337,201412,63,84,1.0,EC
23338,201412,2,46,1.0,EC
